Job title,Salary,Date,Company Location,Company Name
Medical Receptionist,,30+ days ago,"Columbus, IN 47203",Covenant Physician Partners
Patient Services Coordinator - Front Office,,6 days ago,"Columbus, IN 47201",PT Solutions Physical Therapy
Certified Outpatient Coder CRHP Coding,,23 days ago,"Remote in Columbus, IN 47201",Columbus Regional Health
Front Office Liaison,,1 day ago,"Columbus, IN 47201",Columbus Regional Health
ER REGISTRATION REPRESENTATIVE-Part time Weekends,,8 days ago,,Johnson Memorial Health
BILLING REPRESENTATIVE - FULL TIME - DAY SHIFT,,Today,"Franklin, IN 46131",Johnson Memorial Health
Front Office Specialist Occ Health,,12 days ago,"Columbus, IN 47201",Columbus Regional Health
Care Coordinator,,1 day ago,"Columbus, IN",Centerstone
Epic Clinical Analyst – Intermediate- Beaker Application,,30+ days ago,"Remote in Columbus, IN 47201",Columbus Regional Health
MD OFFICE CREDENTIALING SPECIALIST,,8 days ago,"Franklin, IN 46131",Johnson Memorial Health
Medical Office Receptionist,,26 days ago,"Columbus, IN 47201",PREMISE HEALTH
DEPARTMENT SECRETARY - HOME HEALTH - FULL TIME - DAY SHIFT,,30+ days ago,"Franklin, IN 46131",Johnson Memorial Health
Patient Experience Coordinator Float (Southern Indiana),,12 days ago,"Franklin, IN 46131",Athletico
Clinical Care Coordinator,,30+ days ago,"Columbus, IN 47201",Columbus Regional Health
CUSTOMER SERVICE REPRESENTATIVE,,Posted 6 days ago,,Family Dollar
"Associate, Customer Experience (Hybrid)",,Posted 30+ days ago,"West Jefferson, OH 43162",Restoration Hardware
Customer Success Manager,,Posted 23 days ago,"London, OH",HotSchedules
"Senior Leader, Customer Experience",,Posted 30+ days ago,"West Jefferson, OH 43162",Restoration Hardware
Customer Service Analyst,,Posted 30+ days ago,"London, OH",BrightEdge
Lead Customer Service Attendant,,Posted 21 days ago,"London, OH 43140",Travel Centers of America | TA Operating LLC
Customer Service Associate,,Posted 30+ days ago,,WALGREENS
Client Relationship Consultant / Banker - Galloway Kroger (2...,,Posted 30 days ago,"Galloway, OH 43119",U.S. Bank
Guest Services Leader II,,Posted 1 day ago,"London, OH 43140",Pilot Company
"Customer Success Manager, EMEA (Bilingual in French and Engl...",,Posted 30+ days ago,"Hybrid remote in London, OH",Kandji
Retail Customer Service Cashier,,Posted 30+ days ago,"Springfield, OH 45502",Love's Travel Stops & Country Stores
Customer Service Manager,"$30,000 - $50,000 a year",Active 3 days ago,"London, OH 43140",Allstate Exteriors
Front Desk Receptionist,$14.50 - $15.00 an hour,Active 10 days ago,"London, OH 43140",Bridges Community Action Partnership
Front Office Coordinator,,Posted 5 days ago,"London, OH 43140","Healogics, Inc"
Customer Account Representative,,Posted 30+ days ago,"London, OH 43140",RAC Brands
PT Customer Service Associate,,30+ days ago,"Belfast, ME 04915",Hannaford
Customer Service Associate,,15 days ago,"Belfast, ME 04915",WALGREENS
FT Customer Service Leader,,30+ days ago,,Hannaford
Customer Care Operations Training Associate,,30+ days ago,"Belfast, ME 04915",Athenahealth
CUSTOMER SERVICE REPRESENTATIVE,,6 days ago,"Belfast, ME 04915",Family Dollar
Customer Service Representative,,30+ days ago,,Circle K
Pharmacy Customer Associate - Designated Hitter,,8 days ago,"Belfast, ME 04915",WALGREENS
HIM Operations Supervisor,,30+ days ago,"Belfast, ME 04915",MaineHealth - Corporate
Veterinary Office Receptionist/Client Service Representative,From $16 an hour,Active 6 days ago,"Belfast, ME 04915",Belfast Veterinary Hospital
Hotel Front Desk Clerk,From $15 an hour,Active 7 days ago,"Belfast, ME 04915",Belfast Harbor Inn
Dispatcher,From $15.60 an hour,Active 6 days ago,"Belfast, ME 04915",Waldo Community Action Partners
Customer Service Associate/Cashier,From $14 an hour,Active 24 days ago,"Northport, ME 04849","Maine Alpaca Experience, LLC"
Member Intake Representative,$15 an hour,Active 6 days ago,"Belfast, ME 04915",Waldo Community Action Partners
Camden Hills State Park - Customer Representative Assistant...,$15 an hour,9 days ago,"Camden, ME 04843",State of Maine
"Customer Service Trainee - Birmingham, AL",,7 days ago,"Remote in Birmingham, AL",Blue Cross and Blue Shield of Alabama
Customer Service Supervisor,,4 days ago,"Adamsville, AL","Ollie's Bargain Outlet, Inc."
Customer Service Representative,,26 days ago,"Birmingham, AL 35295",Spire Inc.
Specialist - Customer Service 1,,14 days ago,"Birmingham, AL 35217",Coca-Cola Bottling UNITED
Information Technology Specialist (Customer Support),"$38,503 - $74,074 a year",30+ days ago,"Temporarily Remote in Birmingham, AL",US Deputy Assistant Secretary for Information and...
Deli Clerk / Customer Service,$15 - $19 an hour,30+ days ago,"Hueytown, AL 35023","Publix Super Markets, Inc."
Customer Service and Sales Associate Expert - $20.00/hour,$20 an hour,14 days ago,,T-Mobile
Supervisor Access Call Center - Access Services - UAB Medici...,,6 days ago,,UAB Medicine - UA Health Services Foundation...
Customer Service Representative,,21 days ago,"Remote in Birmingham, AL 35222",Guidehouse
Customer Digital Strategy Manager,,4 days ago,"Birmingham, AL 35295",Spire Inc.
Guest Service Representative (Day) #006,,30+ days ago,,UAB Medicine
Customer Care Specialist II,$15.00 - $21.50 an hour,2 days ago,"Birmingham, AL",Franklin Energy
Customer Service Associate,,8 days ago,,WALGREENS
Patient Access Associate/Customer Service,,2 days ago,"Birmingham, AL","R1 RCM, Inc."
Customer Service Representative (Concierge),,21 days ago,"Birmingham, AL",Ferguson
Customer Service Representative,,Posted 1 day ago,,Circle K
Front Office Lead Orthopedics & Sports,,Posted 16 days ago,"Columbus, IN",Columbus Regional Health
"Customer Support Associate (Hourly) Columbus, Indiana",,Posted 30+ days ago,"Columbus, IN",Cummins Inc.
Athletic Secretary/Front Office Administrative Assistant,,Today,"Shelbyville, IN 46176",Shelbyville Central Schools
Patient Services Coordinator - Front Office,,Posted 6 days ago,"Columbus, IN 47201",PT Solutions Physical Therapy
Front Office Liaison,,Posted 1 day ago,"Columbus, IN 47201",Columbus Regional Health
Call Center Agent,,Posted 5 days ago,"Columbus, IN",Centerstone
Customer Service Representative,,Posted 30+ days ago,"Columbus, IN 47201",Johnson-Witkemper Insurance
Front Desk Manager,,Posted 14 days ago,"Columbus, IN 47201",Sleep Inn & Suites Columbus
Contact Center Service Agent,,Posted 30+ days ago,"Columbus, IN 47201",Centra Credit Union
Front Desk Clerk - Sleep Inn & Suites,,Posted 12 days ago,"Columbus, IN 47201",Sleep Inn & Suites Columbus
Parts Technical Customer Service Specialist,,Posted 16 days ago,"Columbus, IN 47201",Toyota Material Handling
Consumer Care Specialist,,Posted 30+ days ago,"Columbus, IN",Dorel Juvenile Group
Customer Service Associate,,Posted 5 days ago,,WALGREENS
Customer Service Representative (Inside Sales),,Posted 12 days ago,"Columbus, IN 47201",Motion Industries
Mail Clerk/Screener 20092917,$18.45 an hour,Posted 1 day ago,"London, OH 43140",State of Ohio Jobs
Hourly Warehouse Operations,From $25 an hour,Posted 30+ days ago,"West Jefferson, OH 43162",TARGET
Service Center Support,,Posted 21 days ago,"West Jefferson, OH 43162",FedEx Freight
IT Service Desk Student Assistant,,Posted 27 days ago,,The Ohio State University
Morgue Attendant - IRP,,Posted 30+ days ago,,The Ohio State University Wexner Medical Center
Prior Authorization Representative-Radiology (Remote Work),,Posted 30+ days ago,"Remote in Columbus, OH 43205",Nationwide Children's Hospital
Customer Service Representative,,Posted 30+ days ago,"Dublin, OH",AmeriHealth Caritas
Unit Clerical Associate,,Today,,The Ohio State University Wexner Medical Center
Custodial Worker 2,$20.28 an hour,Posted 30+ days ago,,The Ohio State University Wexner Medical Center
Package Equipment Operator,,Posted 15 days ago,,Abbott Laboratories
Investigator - 20068740,$24.71 - $32.65 an hour,Posted 8 days ago,,State of Ohio Jobs
Administrative Assistant,,Posted 7 days ago,,The Ohio State University Wexner Medical Center
College Transition Specialist,Up to $19.27 an hour,Posted 30+ days ago,,Columbus State Community College
Provider Claims Service Representative,,Posted 30+ days ago,"Dublin, OH",AmeriHealth Caritas
Morgue Attendant,$15.10 - $16.00 an hour,Posted 30+ days ago,,The Ohio State University Wexner Medical Center
SALES ASSOCIATE,,Posted 30+ days ago,,Dollar General
Operations KYC Associate,,Posted 30+ days ago,"Belfast, ME","Cowen, Inc"
Team Member,,Posted 1 day ago,,Tractor Supply
Analyst,,Posted 9 days ago,"Belfast, ME",Riskonnect Inc.
Financial Analyst,,Posted 8 days ago,"Belfast, ME 04915",MaineHealth
Administrative Assistant - 40hrs - Borden Cottage,,Posted 27 days ago,"Camden, ME 04843",McLean Hospital(MCL)
Site Visit Specialist,,Posted 11 days ago,"Montville, ME",Revision Energy
Technical Consultant,,Posted 9 days ago,"Belfast, ME",Riskonnect Inc.
Commercial Loan Officer - Rockport,,Posted 30+ days ago,"Rockport, ME 04856",First National Bank
Commercial Production Processor I,,Posted 30+ days ago,"Rockport, ME",Camden National Bank
Merchandising Sales Associate,,Posted 9 days ago,,Tractor Supply
"STORE MANAGER CANDIDATE in Belfast, ME",,Posted 30+ days ago,,Dollar General
Speech-Language Pathologist (SLP),,Posted 30+ days ago,,Genesis Rehab Services
Registered Nurse (RN) Care Manager - Utilization Review,,Posted 30+ days ago,"Belfast, ME 04915",Waldo County General Hospital
Commercial Loan Administrator BLST I,,Posted 30+ days ago,"Rockport, ME",Camden National Bank
Remote Scheduling Specialist- Birmingham-Patient Access Cent...,,27 days ago,,Grandview Medical Center
SALES ASSOCIATE,,30+ days ago,,Dollar General
Specialist - Customer Service 1,,14 days ago,"Birmingham, AL 35217",Coca-Cola Bottling UNITED
Production Operator,,12 days ago,"McCalla, AL",Lear Corporation
Medical Claim Adjuster Trainee,,14 days ago,,Kemper
Documentation Specialist,,30+ days ago,"Birmingham, AL 35242","Altec Industries, Inc."
Customer Service Representative,,21 days ago,"Remote in Birmingham, AL 35222",Guidehouse
Customer Service and Sales Associate Expert - $20.00/hour,$20 an hour,14 days ago,,T-Mobile
Data Management Specialist,,3 days ago,"Jefferson County, AL",The Personnel Board of Jefferson County
Freight Handler,$21.20 an hour,16 days ago,"Bessemer, AL 35020",FedEx Freight
Secretary - PT 20 hrs/wk - Children's of AL,,29 days ago,,Children's of Alabama
Operations Admin I - III (Senior),,Today,"Irondale, AL 35210",FedEx Ground Careers US
Equal Opportunity Specialist,"$66,214 - $109,924 a year",7 days ago,"Birmingham, AL",US Assistant Secretary for Fair Housing and Equal...
Billing Processor,,8 days ago,"Birmingham, AL 35221",Republic Services
Patient Services Rep II,,15 days ago,,Quest Diagnostics
SALES ASSOCIATE,,30+ days ago,,Dollar General
"Seasonal Stock Teammate, PT",,26 days ago,"Edinburgh, IN 46124",Under Armour
Production Operator,$16 an hour,30+ days ago,"Columbus, IN 47201",Vernet
Supplier Quality Audit Administrative Associate (Hourly) Col...,,6 days ago,"Columbus, IN",Cummins Inc.
Call Center Agent,,5 days ago,"Columbus, IN",Centerstone
Patient Service Rep - OB/GYN - South,,3 days ago,"Indianapolis, IN 46227",Community Health Network
Quality Manager,,2 days ago,,Vernet
Patient Service Representative,,30+ days ago,"Trafalgar, IN 46181",Optum
Business Office Coordinator,,2 days ago,"Franklin, IN 46131",Compass Park
Machinest / CNC Operator,,30+ days ago,"Columbus, IN 47201",Quality Machine and Tool Works
Warehouse Person (Loader),$21.70 an hour,Today,"Indianapolis, IN 46239",PepsiCo Beverages North America
CNA,$30 an hour,30+ days ago,"Waldron, IN 46182",AB Medical Staffing
Paint- Group Leader,,Today,,Toyota Industries
Risk Analyst / Middle Office Analyst,,30+ days ago,"Edinburgh, IN",Intergen
CAD Modeler/Draftsperson,,30+ days ago,"Remote in Columbus, IN",Lionbridge Technologies
Content Strategist,,Posted 9 days ago,,Moody Nolan
Content Strategist,"$67,700 - $90,000 a year",Posted 12 days ago,,The Ohio State University
"Director of Marketing, EMEA",,Posted 30+ days ago,"Hybrid remote in London, OH",Kandji
Web Content Editor,,Posted 20 days ago,"Dublin, OH 43017",OCLC
Social Media and Content Strategist,,Posted 30+ days ago,,Bold Penguin
Customer Success Content Manager,,Today,,Immuta
Social Media Manager,,Posted 30+ days ago,,American Heart Association
Content Developer,,Posted 30+ days ago,"Remote in Columbus, OH 43201",Pearson
Digital Specialist Content- Marketing,,Posted 30+ days ago,,Nationwide Children's Hospital
Marketing Digital Content Specialist - Corporate Communicati...,,Posted 14 days ago,,Nationwide Children's Hospital
Content Specialist - Social Studies (12 month Limited Term),,Posted 30+ days ago,,Pearson
Graphic Designer,,Today,"Columbus, OH",Emplifi
"College Marketing Representative - Columbus, OH",,Posted 6 days ago,"Remote in Columbus, OH",Sony Music Entertainment US
Federal Work Study III - Student Ambassador (Dublin),$12 an hour,Posted 21 days ago,"Dublin, OH",Columbus State Community College
Application Support Specialist (Open to Remote),,Posted 30 days ago,"Remote in Columbus, OH 43201",Battelle
Product Marketing Manager,,26 days ago,"Belfast, ME",Riskonnect Inc.
Philanthropy Officer: Annual Giving and Stewardship,"$60,000 - $75,000 a year",30+ days ago,"Rockland, ME 04841",Island Institute
Digital Content Creator,$18 an hour,30+ days ago,"Birmingham, AL 35216",Shades Mountain Baptist Church
Media Relations Coordinator - Children's of Alabama,,30+ days ago,,Children's of Alabama
Learning & Development Content Curator (REMOTE OPPORTUNITY),,28 days ago,"Remote in Hoover, AL 35244",Regions
Communications Specialist - Multimedia,,9 days ago,"Birmingham, AL 35298",Southern Company
Social Media Manager,,30+ days ago,"Birmingham, AL 35298",American Heart Association
Marketing &Social Media Coordinator,,30+ days ago,,Birmingham Zoo Inc
"Director, Search & Social",,5 days ago,"Birmingham, AL",Matterkind
Social Media Specialist,,14 days ago,"Birmingham, AL",Encompass Health
Digital Training Specialist,,Today,"Irondale, AL 35210",Motion Industries
Communications Lead - HR,,7 days ago,"Hybrid remote in Birmingham, AL 35298",Southern Company
Creative Services Producer,,14 days ago,,Hearst Media Services
CONSUMER COMMUNICATIONS MANAGER,"$52,555 - $85,400 a year",14 days ago,"Birmingham, AL",UAB Medicine
Student Marketeer -University of Alabama Birmingham,,5 days ago,"Birmingham, AL",Red Bull North America
SOCIAL MEDIA MGR,,30+ days ago,"Birmingham, AL",University of Alabama at Birmingham
"Food Editor, ThePioneerWoman.com",,8 days ago,"Birmingham, AL 35233",Hearst Media Services
Training Manager,,30+ days ago,"Greenwood, IN",Milwaukee Electric Tool Corporation
Student Marketeer - Franklin College,,2 days ago,"Franklin, IN 46131",Red Bull North America
Global Internal Communications Specialist,,27 days ago,"Hybrid remote in Columbus, IN",Dorel Juvenile Group
Manager of Admission Marketing & Communication,,28 days ago,,University of Indianapolis
Vice President of Marketing,,30+ days ago,"Greenwood, IN 46143",Endress+Hauser Inc.
Marketing Director (Hybrid work environment),,27 days ago,"Hybrid remote in Indianapolis, IN 46217",JX Enterprises
Community Marketing Manager,,12 days ago,"Indianapolis, IN 46227",Quest Food Management Services
Marketing Personalization Specialist,,30+ days ago,"Columbus, IN 47201",Toyota Industries
Marketing Manager,,30+ days ago,"Greenwood, IN 46142",180 Solutions
Marketing Personalization Specialist,,30+ days ago,"Columbus, IN 47201",Toyota Material Handling
Video Creative /Studio Manager,,30+ days ago,"Columbus, IN",Cummins Inc.
Advancement Specialist,$16.93 - $18.98 an hour,7 days ago,,University of Indianapolis
Aftermarket Marketing Planning Manager,,30+ days ago,"Columbus, IN",Cummins Inc.
Social Media Coordinator,"$40,000 - $60,000 a year",Active 8 days ago,"Greenwood, IN 46142",Peterman Brothers
Marketing Production Specialist/ Videographer,"$37,440 - $41,000 a year",1 day ago,"Indianapolis, IN 46203","Malibu Wellness, Inc."
Retail Sales Associate,,Posted 12 days ago,,Burkes Outlet
Receptionist,,Posted 30+ days ago,"London, OH",Chicago Trading Company (CTC)
"SALES ASSOCIATE in SOUTH VIENNA, OH",,Posted 30+ days ago,,Dollar General
Territory Development Representative,,Posted 30+ days ago,"London, OH",Harness.io
New Home Sales Consultant,,Posted 30+ days ago,"Dublin, OH 43016","PulteGroup, Inc"
"Territory Leader - Greater Toledo, OH",,Posted 16 days ago,"Marysville, OH 43040",Holiday Hair
"Adjunct, Chinese",$53.88 an hour,Posted 30+ days ago,,Columbus State Community College
Field Services Manager,,Posted 17 days ago,"West Jefferson, OH 43162","CompuCom Systems, Inc."
Senior Office Support Specialist,,Posted 30+ days ago,"Marysville, OH",Ricoh
Inside Territory Sales Manager (remote opportunity),,Posted 30+ days ago,"Remote in Columbus, OH 43206",Grange Insurance Company
Public Information Officer,$24.53 an hour,Posted 30 days ago,,Franklin County Child Support Enforcement Agency
"Counselor, Career Services","$50,500 a year",Posted 30+ days ago,,Columbus State Community College
Office Operations Manager,"$75,000 - $90,000 a year",Posted 6 days ago,"Columbus, OH",Anser Advisory
